员工号,航段次序,航班号,出发日期,出发时间,出发机场,到达日期,到达时间,到达机场,实际资格
B0053,85,13934,FB999,8/14/2019,0.954861111,TGD,8/15/2019,0.0659722222,F
B0005,86,84,FB8558,8/15/2019,0.201388889,SXA,8/15/2019,0.291666667,C
B0053,86,84,FB8558,8/15/2019,0.201388889,SXA,8/15/2019,0.291666667,F
B0005,87,5466,FB1606,8/15/2019,0.489583333,XNZ,8/15/2019,0.520833333,C
B0053,87,5466,FB1606,8/15/2019,0.489583333,XNZ,8/15/2019,0.520833333,F
B0006,1,2076,FB661,8/1/2019,0.34375,TGD,8/1/2019,0.416666667,C
B0054,1,2076,FB661,8/1/2019,0.34375,TGD,8/1/2019,0.416666667,F
B0006,2,4937,FB1867,8/1/2019,0.461805556,XMJ,8/1/2019,0.527777778,C
B0054,2,4937,FB1867,8/1/2019,0.461805556,XMJ,8/1/2019,0.527777778,F
B0006,3,7156,FB742,8/1/2019,0.569444444,XBT,8/1/2019,0.642361111,C
B0054,3,7156,FB742,8/1/2019,0.569444444,XBT,8/1/2019,0.642361111,F
B0006,4,9465,FB472,8/1/2019,0.680555556,SXA,8/1/2019,0.788194444,C
B0054,4,9465,FB472,8/1/2019,0.680555556,SXA,8/1/2019,0.788194444,F
B0006,5,12103,FB699,8/1/2019,0.798611111,TGD,8/1/2019,0.864583333,C
B0054,5,12103,FB699,8/1/2019,0.798611111,TGD,8/1/2019,0.864583333,F
B0006,6,98,FB89,8/2/2019,0.256944444,TGD,8/2/2019,0.375,C
B0054,6,98,FB89,8/2/2019,0.256944444,TGD,8/2/2019,0.375,F
B0006,7,2850,FB18,8/2/2019,0.375,HOM,8/2/2019,0.423611111,C
B0054,7,2850,FB18,8/2/2019,0.375,HOM,8/2/2019,0.423611111,F
B0006,8,5132,FB624,8/2/2019,0.475694444,XSJ,8/2/2019,0.548611111,C
B0054,8,5132,FB624,8/2/2019,0.475694444,XSJ,8/2/2019,0.548611111,F
B0006,9,7158,FB666,8/2/2019,0.569444444,GKU,8/2/2019,0.645833333,C
B0054,9,7158,FB666,8/2/2019,0.569444444,GKU,8/2/2019,0.645833333,F
B0006,10,9200,FB320,8/2/2019,0.666666667,OSY,8/2/2019,0.715277778,C
B0054,10,9200,FB320,8/2/2019,0.666666667,OSY,8/2/2019,0.715277778,F
B0006,11,3900,FB20,8/3/2019,0.416666667,HOM,8/3/2019,0.46875,C
B0054,11,3900,FB20,8/3/2019,0.416666667,HOM,8/3/2019,0.46875,F
B0006,12,6360,FB555,8/3/2019,0.520833333,TGD,8/3/2019,0.576388889,C
B0054,12,6360,FB555,8/3/2019,0.520833333,TGD,8/3/2019,0.576388889,F
B0006,13,8275,FB1102,8/3/2019,0.625,OOJ,8/3/2019,0.677083333,C
B0054,13,8275,FB1102,8/3/2019,0.625,OOJ,8/3/2019,0.677083333,F
B0006,14,10659,FB1104,8/3/2019,0.736111111,HWJ,8/3/2019,0.805555556,C
B0054,14,10659,FB1104,8/3/2019,0.736111111,HWJ,8/3/2019,0.805555556,F
B0006,15,7846,FB66,8/4/2019,0.604166667,NOU,8/4/2019,0.670138889,C
B0054,15,7846,FB66,8/4/2019,0.604166667,NOU,8/4/2019,0.670138889,F
B0006,16,9660,FB2177,8/4/2019,0.694444444,TGD,8/4/2019,0.75,C
B0054,16,9660,FB2177,8/4/2019,0.694444444,TGD,8/4/2019,0.75,F
B0006,17,11746,FB670,8/4/2019,0.78125,GKU,8/4/2019,0.861111111,C
B0054,17,11746,FB670,8/4/2019,0.78125,GKU,8/4/2019,0.861111111,F
B0006,18,168,FB985,8/5/2019,0.267361111,TGD,8/5/2019,0.3125,C
B0054,18,168,FB985,8/5/2019,0.267361111,TGD,8/5/2019,0.3125,F
B0006,19,2555,FB1203,8/5/2019,0.364583333,FBX,8/5/2019,0.4375,C
B0054,19,2555,FB1203,8/5/2019,0.364583333,FBX,8/5/2019,0.4375,F
B0006,20,4434,FB748,8/5/2019,0.444444444,GOQ,8/5/2019,0.489583333,C
B0054,20,4434,FB748,8/5/2019,0.444444444,GOQ,8/5/2019,0.489583333,F
B0006,21,10663,FB538,8/5/2019,0.736111111,OAX,8/5/2019,0.791666667,C
B0054,21,10663,FB538,8/5/2019,0.736111111,OAX,8/5/2019,0.791666667,F
B0006,22,12908,FB321,8/5/2019,0.829861111,TGD,8/5/2019,0.868055556,C
B0054,22,12908,FB321,8/5/2019,0.829861111,TGD,8/5/2019,0.868055556,F
B0006,23,1083,FB14,8/6/2019,0.3125,HOM,8/6/2019,0.364583333,C
B0054,23,1083,FB14,8/6/2019,0.3125,HOM,8/6/2019,0.364583333,F
B0006,24,3595,FB534,8/6/2019,0.40625,OAX,8/6/2019,0.461805556,C
B0054,24,3595,FB534,8/6/2019,0.40625,OAX,8/6/2019,0.461805556,F
B0006,25,6158,FB90,8/6/2019,0.513888889,HUK,8/6/2019,0.635416667,C
B0054,25,6158,FB90,8/6/2019,0.513888889,HUK,8/6/2019,0.635416667,F
B0006,26,8045,FB645,8/6/2019,0.618055556,TGD,8/6/2019,0.6875,C
B0054,26,8045,FB645,8/6/2019,0.618055556,TGD,8/6/2019,0.6875,F
B0006,27,10005,FB72,8/6/2019,0.708333333,NOU,8/6/2019,0.774305556,C
B0054,27,10005,FB72,8/6/2019,0.708333333,NOU,8/6/2019,0.774305556,F
B0006,28,12143,FB476,8/6/2019,0.798611111,SXA,8/6/2019,0.902777778,C
B0054,28,12143,FB476,8/6/2019,0.798611111,SXA,8/6/2019,0.902777778,F
B0006,29,1854,FB460,8/7/2019,0.333333333,SXA,8/7/2019,0.434027778,C
B0054,29,1854,FB460,8/7/2019,0.333333333,SXA,8/7/2019,0.434027778,F
B0006,30,4237,FB1605,8/7/2019,0.434027778,HOM,8/7/2019,0.465277778,C
B0054,30,4237,FB1605,8/7/2019,0.434027778,HOM,8/7/2019,0.465277778,F
B0006,31,6943,FB565,8/7/2019,0.548611111,TGD,8/7/2019,0.607638889,C
B0054,31,6943,FB565,8/7/2019,0.548611111,TGD,8/7/2019,0.607638889,F
B0006,32,8812,FB610,8/7/2019,0.652777778,XMH,8/7/2019,0.722222222,C
B0054,32,8812,FB610,8/7/2019,0.652777778,XMH,8/7/2019,0.722222222,F
B0006,33,11441,FB495,8/7/2019,0.767361111,TGD,8/7/2019,0.819444444,C
B0054,33,11441,FB495,8/7/2019,0.767361111,TGD,8/7/2019,0.819444444,F
B0006,34,13653,FB416,8/7/2019,0.871527778,HOM,8/7/2019,0.930555556,C
B0054,34,13653,FB416,8/7/2019,0.871527778,HOM,8/7/2019,0.930555556,F
B0006,35,13928,FB999,8/7/2019,0.954861111,TGD,8/8/2019,0.0659722222,C
B0054,35,13928,FB999,8/7/2019,0.954861111,TGD,8/8/2019,0.0659722222,F
B0006,36,53,FB1000,8/8/2019,0.149305556,SXA,8/8/2019,0.246527778,C
B0054,36,53,FB1000,8/8/2019,0.149305556,SXA,8/8/2019,0.246527778,F
B0006,37,1440,FB692,8/8/2019,0.319444444,BCJ,8/8/2019,0.388888889,C
B0054,37,1440,FB692,8/8/2019,0.319444444,BCJ,8/8/2019,0.388888889,F
B0006,38,3566,FB703,8/8/2019,0.40625,GKS,8/8/2019,0.479166667,C
B0054,38,3566,FB703,8/8/2019,0.40625,GKS,8/8/2019,0.479166667,F
B0006,39,5565,FB590,8/8/2019,0.493055556,MYJ,8/8/2019,0.555555556,C
B0054,39,5565,FB590,8/8/2019,0.493055556,MYJ,8/8/2019,0.555555556,F
B0006,40,8650,FB68,8/8/2019,0.645833333,NOU,8/8/2019,0.711805556,C
B0054,40,8650,FB68,8/8/2019,0.645833333,NOU,8/8/2019,0.711805556,F
B0006,41,12147,FB476,8/8/2019,0.798611111,SXA,8/8/2019,0.902777778,C
B0054,41,12147,FB476,8/8/2019,0.798611111,SXA,8/8/2019,0.902777778,F
B0006,42,1862,FB460,8/9/2019,0.333333333,SXA,8/9/2019,0.434027778,C
B0054,42,1862,FB460,8/9/2019,0.333333333,SXA,8/9/2019,0.434027778,F
B0006,43,4239,FB1605,8/9/2019,0.434027778,HOM,8/9/2019,0.465277778,C
B0054,43,4239,FB1605,8/9/2019,0.434027778,HOM,8/9/2019,0.465277778,F
B0006,44,6925,FB1169,8/9/2019,0.548611111,HOM,8/9/2019,0.635416667,C
B0054,44,6925,FB1169,8/9/2019,0.548611111,HOM,8/9/2019,0.635416667,F
B0006,45,8779,FB1862,8/9/2019,0.649305556,SXA,8/9/2019,0.725694444,C
B0054,45,8779,FB1862,8/9/2019,0.649305556,SXA,8/9/2019,0.725694444,F
B0006,46,11868,FB740,8/9/2019,0.788194444,UDJ,8/9/2019,0.847222222,C
B0054,46,11868,FB740,8/9/2019,0.788194444,UDJ,8/9/2019,0.847222222,F
B0006,47,177,FB411,8/10/2019,0.267361111,TGD,8/10/2019,0.315972222,C
B0054,47,177,FB411,8/10/2019,0.267361111,TGD,8/10/2019,0.315972222,F
B0006,48,2015,FB561,8/10/2019,0.336805556,TGD,8/10/2019,0.395833333,C
B0054,48,2015,FB561,8/10/2019,0.336805556,TGD,8/10/2019,0.395833333,F
B0006,49,3967,FB643,8/10/2019,0.416666667,TGD,8/10/2019,0.486111111,C
B0054,49,3967,FB643,8/10/2019,0.416666667,TGD,8/10/2019,0.486111111,F
B0006,50,6316,FB62,8/10/2019,0.520833333,NOU,8/10/2019,0.586805556,C
B0054,50,6316,FB62,8/10/2019,0.520833333,NOU,8/10/2019,0.586805556,F
B0006,51,8031,FB385,8/10/2019,0.614583333,TGD,8/10/2019,0.670138889,C
B0054,51,8031,FB385,8/10/2019,0.614583333,TGD,8/10/2019,0.670138889,F
B0006,52,10343,FB427,8/10/2019,0.722222222,HOM,8/10/2019,0.774305556,C
B0054,52,10343,FB427,8/10/2019,0.722222222,HOM,8/10/2019,0.774305556,F
B0006,53,12869,FB558,8/10/2019,0.822916667,TXD,8/10/2019,0.881944444,C
B0054,53,12869,FB558,8/10/2019,0.822916667,TXD,8/10/2019,0.881944444,F
B0006,54,706,FB583,8/11/2019,0.298611111,TGD,8/11/2019,0.357638889,C
B0054,54,706,FB583,8/11/2019,0.298611111,TGD,8/11/2019,0.357638889,F
B0006,55,2671,FB747,8/11/2019,0.371527778,TGD,8/11/2019,0.409722222,C
B0054,55,2671,FB747,8/11/2019,0.371527778,TGD,8/11/2019,0.409722222,F
B0006,56,4626,FB1693,8/11/2019,0.451388889,NOU,8/11/2019,0.600694444,C
B0054,56,4626,FB1693,8/11/2019,0.451388889,NOU,8/11/2019,0.600694444,F
B0006,57,6516,FB398,8/11/2019,0.534722222,UYS,8/11/2019,0.579861111,C
B0054,57,6516,FB398,8/11/2019,0.534722222,UYS,8/11/2019,0.579861111,F
B0006,58,9425,FB658,8/11/2019,0.677083333,SXJ,8/11/2019,0.732638889,C
B0054,58,9425,FB658,8/11/2019,0.677083333,SXJ,8/11/2019,0.732638889,F
B0006,59,12806,FB529,8/11/2019,0.819444444,HOM,8/11/2019,0.868055556,C
B0054,59,12806,FB529,8/11/2019,0.819444444,HOM,8/11/2019,0.868055556,F
B0006,60,483,FB94,8/12/2019,0.291666667,HOM,8/12/2019,0.340277778,C
B0054,60,483,FB94,8/12/2019,0.291666667,HOM,8/12/2019,0.340277778,F
B0006,61,3136,FB523,8/12/2019,0.385416667,HOM,8/12/2019,0.434027778,C
B0054,61,3136,FB523,8/12/2019,0.385416667,HOM,8/12/2019,0.434027778,F
B0006,62,6424,FB656,8/12/2019,0.524305556,SXJ,8/12/2019,0.579861111,C
B0054,62,6424,FB656,8/12/2019,0.524305556,SXJ,8/12/2019,0.579861111,F
B0006,63,8524,FB697,8/12/2019,0.642361111,TGD,8/12/2019,0.708333333,C
B0054,63,8524,FB697,8/12/2019,0.642361111,TGD,8/12/2019,0.708333333,F
B0006,64,11166,FB657,8/12/2019,0.753472222,TGD,8/12/2019,0.805555556,C
B0054,64,11166,FB657,8/12/2019,0.753472222,TGD,8/12/2019,0.805555556,F
B0006,65,256,FB293,8/13/2019,0.277777778,TGD,8/13/2019,0.329861111,C
B0054,65,256,FB293,8/13/2019,0.277777778,TGD,8/13/2019,0.329861111,F
B0006,66,3633,FB247,8/13/2019,0.409722222,TGD,8/13/2019,0.482638889,C
B0054,66,3633,FB247,8/13/2019,0.409722222,TGD,8/13/2019,0.482638889,F
B0006,67,6784,FB573,8/13/2019,0.541666667,TGD,8/13/2019,0.618055556,C
B0054,67,6784,FB573,8/13/2019,0.541666667,TGD,8/13/2019,0.618055556,F
B0006,68,8362,FB258,8/13/2019,0.628472222,FBX,8/13/2019,0.704861111,C
B0054,68,8362,FB258,8/13/2019,0.628472222,FBX,8/13/2019,0.704861111,F
B0006,69,10155,FB4876,8/13/2019,0.711805556,XBT,8/13/2019,0.743055556,C
B0054,69,10155,FB4876,8/13/2019,0.711805556,XBT,8/13/2019,0.743055556,F
B0006,70,12638,FB540,8/13/2019,0.815972222,OAX,8/13/2019,0.871527778,C
B0054,70,12638,FB540,8/13/2019,0.815972222,OAX,8/13/2019,0.871527778,F
B0006,71,185,FB411,8/14/2019,0.267361111,TGD,8/14/2019,0.315972222,C
B0054,71,185,FB411,8/14/2019,0.267361111,TGD,8/14/2019,0.315972222,F
B0006,72,2019,FB561,8/14/2019,0.336805556,TGD,8/14/2019,0.395833333,C
B0054,72,2019,FB561,8/14/2019,0.336805556,TGD,8/14/2019,0.395833333,F
B0006,73,3971,FB643,8/14/2019,0.416666667,TGD,8/14/2019,0.486111111,C
B0054,73,3971,FB643,8/14/2019,0.416666667,TGD,8/14/2019,0.486111111,F
B0006,74,6324,FB62,8/14/2019,0.520833333,NOU,8/14/2019,0.586805556,C
B0054,74,6324,FB62,8/14/2019,0.520833333,NOU,8/14/2019,0.586805556,F
B0006,75,8011,FB592,8/14/2019,0.611111111,MYJ,8/14/2019,0.673611111,C
B0054,75,8011,FB592,8/14/2019,0.611111111,MYJ,8/14/2019,0.673611111,F
B0006,76,13365,FB688,8/14/2019,0.847222222,THJ,8/14/2019,0.909722222,C
B0054,76,13365,FB688,8/14/2019,0.847222222,THJ,8/14/2019,0.909722222,F
B0006,77,142,FB239,8/15/2019,0.267361111,TGD,8/15/2019,0.34375,C
B0054,77,142,FB239,8/15/2019,0.267361111,TGD,8/15/2019,0.34375,F
B0006,78,2113,FB791,8/15/2019,0.34375,TGD,8/15/2019,0.409722222,C
B0054,78,2113,FB791,8/15/2019,0.34375,TGD,8/15/2019,0.409722222,F
B0006,79,4951,FB1867,8/15/2019,0.461805556,XMJ,8/15/2019,0.527777778,C
B0054,79,4951,FB1867,8/15/2019,0.461805556,XMJ,8/15/2019,0.527777778,F
B0006,80,7362,FB67,8/15/2019,0.583333333,TGD,8/15/2019,0.649305556,C
B0054,80,7362,FB67,8/15/2019,0.583333333,TGD,8/15/2019,0.649305556,F
B0006,81,9769,FB627,8/15/2019,0.697916667,TGD,8/15/2019,0.770833333,C
B0054,81,9769,FB627,8/15/2019,0.697916667,TGD,8/15/2019,0.770833333,F
B0006,82,12750,FB270,8/15/2019,0.819444444,FBX,8/15/2019,0.892361111,C
B0054,82,12750,FB270,8/15/2019,0.819444444,FBX,8/15/2019,0.892361111,F
B0006,83,1533,FB401,8/16/2019,0.326388889,TGD,8/16/2019,0.371527778,C
B0054,83,1533,FB401,8/16/2019,0.326388889,TGD,8/16/2019,0.371527778,F
B0007,1,1736,FB1271,8/1/2019,0.333333333,THJ,8/1/2019,0.416666667,C
B0055,1,1736,FB1271,8/1/2019,0.333333333,THJ,8/1/2019,0.416666667,F
B0007,2,4368,FB753,8/1/2019,0.4375,TGD,8/1/2019,0.479166667,C
B0055,2,4368,FB753,8/1/2019,0.4375,TGD,8/1/2019,0.479166667,F
B0007,3,7348,FB67,8/1/2019,0.583333333,TGD,8/1/2019,0.649305556,C
B0055,3,7348,FB67,8/1/2019,0.583333333,TGD,8/1/2019,0.649305556,F
B0007,4,9755,FB627,8/1/2019,0.697916667,TGD,8/1/2019,0.770833333,C
B0055,4,9755,FB627,8/1/2019,0.697916667,TGD,8/1/2019,0.770833333,F
B0007,5,12738,FB270,8/1/2019,0.819444444,FBX,8/1/2019,0.892361111,C
B0055,5,12738,FB270,8/1/2019,0.819444444,FBX,8/1/2019,0.892361111,F
B0007,6,1519,FB401,8/2/2019,0.326388889,TGD,8/2/2019,0.371527778,C
B0055,6,1519,FB401,8/2/2019,0.326388889,TGD,8/2/2019,0.371527778,F
B0007,7,3718,FB604,8/2/2019,0.413194444,XMH,8/2/2019,0.482638889,C
B0055,7,3718,FB604,8/2/2019,0.413194444,XMH,8/2/2019,0.482638889,F
B0007,8,5624,FB775,8/2/2019,0.496527778,HOM,8/2/2019,0.576388889,C
B0055,8,5624,FB775,8/2/2019,0.496527778,HOM,8/2/2019,0.576388889,F
B0007,9,8722,FB574,8/2/2019,0.649305556,WXJ,8/2/2019,0.729166667,C
B0055,9,8722,FB574,8/2/2019,0.649305556,WXJ,8/2/2019,0.729166667,F
B0007,10,12265,FB630,8/2/2019,0.802083333,XSJ,8/2/2019,0.878472222,C
B0055,10,12265,FB630,8/2/2019,0.802083333,XSJ,8/2/2019,0.878472222,F
B0007,11,13790,FB84,8/2/2019,0.892361111,NOU,8/2/2019,0.958333333,C
B0055,11,13790,FB84,8/2/2019,0.892361111,NOU,8/2/2019,0.958333333,F
B0007,12,13924,FB999,8/2/2019,0.954861111,TGD,8/3/2019,0.0659722222,C
B0055,12,13924,FB999,8/2/2019,0.954861111,TGD,8/3/2019,0.0659722222,F
B0007,13,49,FB1000,8/3/2019,0.149305556,SXA,8/3/2019,0.246527778,C
B0055,13,49,FB1000,8/3/2019,0.149305556,SXA,8/3/2019,0.246527778,F
B0007,14,1430,FB692,8/3/2019,0.319444444,BCJ,8/3/2019,0.388888889,C
B0055,14,1430,FB692,8/3/2019,0.319444444,BCJ,8/3/2019,0.388888889,F
B0007,15,3561,FB703,8/3/2019,0.40625,GKS,8/3/2019,0.479166667,C
B0055,15,3561,FB703,8/3/2019,0.40625,GKS,8/3/2019,0.479166667,F
B0007,16,5560,FB590,8/3/2019,0.493055556,MYJ,8/3/2019,0.555555556,C
B0055,16,5560,FB590,8/3/2019,0.493055556,MYJ,8/3/2019,0.555555556,F
B0007,17,8640,FB68,8/3/2019,0.645833333,NOU,8/3/2019,0.711805556,C
B0055,17,8640,FB68,8/3/2019,0.645833333,NOU,8/3/2019,0.711805556,F
B0007,18,12137,FB476,8/3/2019,0.798611111,SXA,8/3/2019,0.902777778,C
B0055,18,12137,FB476,8/3/2019,0.798611111,SXA,8/3/2019,0.902777778,F
B0007,19,1842,FB460,8/4/2019,0.333333333,SXA,8/4/2019,0.434027778,C
B0055,19,1842,FB460,8/4/2019,0.333333333,SXA,8/4/2019,0.434027778,F
B0007,20,4234,FB1605,8/4/2019,0.434027778,HOM,8/4/2019,0.465277778,C
B0055,20,4234,FB1605,8/4/2019,0.434027778,HOM,8/4/2019,0.465277778,F
B0007,21,6962,FB64,8/4/2019,0.552083333,NOU,8/4/2019,0.618055556,C
B0055,21,6962,FB64,8/4/2019,0.552083333,NOU,8/4/2019,0.618055556,F
B0007,22,8809,FB610,8/4/2019,0.652777778,XMH,8/4/2019,0.722222222,C
B0055,22,8809,FB610,8/4/2019,0.652777778,XMH,8/4/2019,0.722222222,F
B0007,23,11438,FB495,8/4/2019,0.767361111,TGD,8/4/2019,0.819444444,C
B0055,23,11438,FB495,8/4/2019,0.767361111,TGD,8/4/2019,0.819444444,F
B0007,24,13650,FB416,8/4/2019,0.871527778,HOM,8/4/2019,0.930555556,C
B0055,24,13650,FB416,8/4/2019,0.871527778,HOM,8/4/2019,0.930555556,F
B0007,25,434,FB51,8/5/2019,0.291666667,TGD,8/5/2019,0.354166667,C
B0055,25,434,FB51,8/5/2019,0.291666667,TGD,8/5/2019,0.354166667,F
B0007,26,2665,FB747,8/5/2019,0.371527778,TGD,8/5/2019,0.409722222,C
B0055,26,2665,FB747,8/5/2019,0.371527778,TGD,8/5/2019,0.409722222,F
B0007,27,4717,FB462,8/5/2019,0.454861111,SXA,8/5/2019,0.5625,C
B0055,27,4717,FB462,8/5/2019,0.454861111,SXA,8/5/2019,0.5625,F
B0007,28,6510,FB398,8/5/2019,0.534722222,UYS,8/5/2019,0.579861111,C
B0055,28,6510,FB398,8/5/2019,0.534722222,UYS,8/5/2019,0.579861111,F
B0007,29,9413,FB658,8/5/2019,0.677083333,SXJ,8/5/2019,0.732638889,C
B0055,29,9413,FB658,8/5/2019,0.677083333,SXJ,8/5/2019,0.732638889,F
B0007,30,12680,FB687,8/5/2019,0.815972222,TGD,8/5/2019,0.875,C
B0055,30,12680,FB687,8/5/2019,0.815972222,TGD,8/5/2019,0.875,F
B0007,31,918,FB651,8/6/2019,0.309027778,TGD,8/6/2019,0.361111111,C
B0055,31,918,FB651,8/6/2019,0.309027778,TGD,8/6/2019,0.361111111,F
B0007,32,3470,FB585,8/6/2019,0.402777778,TGD,8/6/2019,0.461805556,C
B0055,32,3470,FB585,8/6/2019,0.402777778,TGD,8/6/2019,0.461805556,F
B0007,33,5449,FB1748,8/6/2019,0.489583333,HUK,8/6/2019,0.59375,C
B0055,33,5449,FB1748,8/6/2019,0.489583333,HUK,8/6/2019,0.59375,F
B0007,34,7941,FB1141,8/6/2019,0.611111111,HOM,8/6/2019,0.690972222,C
B0055,34,7941,FB1141,8/6/2019,0.611111111,HOM,8/6/2019,0.690972222,F
B0007,35,10625,FB264,8/6/2019,0.732638889,FBX,8/6/2019,0.809027778,C
B0055,35,10625,FB264,8/6/2019,0.732638889,FBX,8/6/2019,0.809027778,F
B0007,36,12801,FB529,8/6/2019,0.819444444,HOM,8/6/2019,0.868055556,C
B0055,36,12801,FB529,8/6/2019,0.819444444,HOM,8/6/2019,0.868055556,F
B0007,37,473,FB94,8/7/2019,0.291666667,HOM,8/7/2019,0.340277778,C
B0055,37,473,FB94,8/7/2019,0.291666667,HOM,8/7/2019,0.340277778,F
B0007,38,3131,FB523,8/7/2019,0.385416667,HOM,8/7/2019,0.434027778,C
B0055,38,3131,FB523,8/7/2019,0.385416667,HOM,8/7/2019,0.434027778,F
B0007,39,6419,FB656,8/7/2019,0.524305556,SXJ,8/7/2019,0.579861111,C
B0055,39,6419,FB656,8/7/2019,0.524305556,SXJ,8/7/2019,0.579861111,F
B0007,40,8519,FB697,8/7/2019,0.642361111,TGD,8/7/2019,0.708333333,C
B0055,40,8519,FB697,8/7/2019,0.642361111,TGD,8/7/2019,0.708333333,F
B0007,41,10943,FB267,8/7/2019,0.75,TGD,8/7/2019,0.833333333,C
B0055,41,10943,FB267,8/7/2019,0.75,TGD,8/7/2019,0.833333333,F
B0007,42,1401,FB601,8/8/2019,0.315972222,TGD,8/8/2019,0.385416667,C
B0055,42,1401,FB601,8/8/2019,0.315972222,TGD,8/8/2019,0.385416667,F
B0007,43,3472,FB585,8/8/2019,0.402777778,TGD,8/8/2019,0.461805556,C
B0055,43,3472,FB585,8/8/2019,0.402777778,TGD,8/8/2019,0.461805556,F
B0007,44,5453,FB1748,8/8/2019,0.489583333,HUK,8/8/2019,0.59375,C
B0055,44,5453,FB1748,8/8/2019,0.489583333,HUK,8/8/2019,0.59375,F
B0007,45,7943,FB1141,8/8/2019,0.611111111,HOM,8/8/2019,0.690972222,C
B0055,45,7943,FB1141,8/8/2019,0.611111111,HOM,8/8/2019,0.690972222,F
B0007,46,10627,FB264,8/8/2019,0.732638889,FBX,8/8/2019,0.809027778,C
B0055,46,10627,FB264,8/8/2019,0.732638889,FBX,8/8/2019,0.809027778,F
B0007,47,12683,FB687,8/8/2019,0.815972222,TGD,8/8/2019,0.875,C
B0055,47,12683,FB687,8/8/2019,0.815972222,TGD,8/8/2019,0.875,F
B0007,48,921,FB651,8/9/2019,0.309027778,TGD,8/9/2019,0.361111111,C
B0055,48,921,FB651,8/9/2019,0.309027778,TGD,8/9/2019,0.361111111,F
B0007,49,3473,FB585,8/9/2019,0.402777778,TGD,8/9/2019,0.461805556,C
B0055,49,3473,FB585,8/9/2019,0.402777778,TGD,8/9/2019,0.461805556,F
B0007,50,5455,FB1748,8/9/2019,0.489583333,HUK,8/9/2019,0.59375,C
B0055,50,5455,FB1748,8/9/2019,0.489583333,HUK,8/9/2019,0.59375,F
B0007,51,7944,FB1141,8/9/2019,0.611111111,HOM,8/9/2019,0.690972222,C
B0055,51,7944,FB1141,8/9/2019,0.611111111,HOM,8/9/2019,0.690972222,F
B0007,52,10628,FB264,8/9/2019,0.732638889,FBX,8/9/2019,0.809027778,C
B0055,52,10628,FB264,8/9/2019,0.732638889,FBX,8/9/2019,0.809027778,F
B0007,53,12684,FB687,8/9/2019,0.815972222,TGD,8/9/2019,0.875,C
B0055,53,12684,FB687,8/9/2019,0.815972222,TGD,8/9/2019,0.875,F
B0007,54,922,FB651,8/10/2019,0.309027778,TGD,8/10/2019,0.361111111,C
B0055,54,922,FB651,8/10/2019,0.309027778,TGD,8/10/2019,0.361111111,F
B0007,55,3443,FB383,8/10/2019,0.399305556,TGD,8/10/2019,0.454861111,C
B0055,55,3443,FB383,8/10/2019,0.399305556,TGD,8/10/2019,0.454861111,F
B0007,56,5536,FB1142,8/10/2019,0.493055556,NOU,8/10/2019,0.569444444,C
B0055,56,5536,FB1142,8/10/2019,0.493055556,NOU,8/10/2019,0.569444444,F
B0007,57,7260,FB625,8/10/2019,0.579861111,TGD,8/10/2019,0.649305556,C
B0055,57,7260,FB625,8/10/2019,0.579861111,TGD,8/10/2019,0.649305556,F
B0007,58,8847,FB261,8/10/2019,0.65625,TGD,8/10/2019,0.732638889,C
B0055,58,8847,FB261,8/10/2019,0.65625,TGD,8/10/2019,0.732638889,F
B0007,59,11382,FB685,8/10/2019,0.760416667,TGD,8/10/2019,0.819444444,C
B0055,59,11382,FB685,8/10/2019,0.760416667,TGD,8/10/2019,0.819444444,F
B0007,60,13617,FB478,8/10/2019,0.868055556,SXA,8/10/2019,0.96875,C
B0055,60,13617,FB478,8/10/2019,0.868055556,SXA,8/10/2019,0.96875,F
B0007,61,107,FB89,8/11/2019,0.256944444,TGD,8/11/2019,0.375,C
B0055,61,107,FB89,8/11/2019,0.256944444,TGD,8/11/2019,0.375,F
B0007,62,2877,FB18,8/11/2019,0.375,HOM,8/11/2019,0.423611111,C
B0055,62,2877,FB18,8/11/2019,0.375,HOM,8/11/2019,0.423611111,F
B0007,63,5141,FB624,8/11/2019,0.475694444,XSJ,8/11/2019,0.548611111,C
B0055,63,5141,FB624,8/11/2019,0.475694444,XSJ,8/11/2019,0.548611111,F
B0007,64,7176,FB666,8/11/2019,0.569444444,GKU,8/11/2019,0.645833333,C
B0055,64,7176,FB666,8/11/2019,0.569444444,GKU,8/11/2019,0.645833333,F
B0007,65,9252,FB998,8/11/2019,0.670138889,OAX,8/11/2019,0.725694444,C
B0055,65,9252,FB998,8/11/2019,0.670138889,OAX,8/11/2019,0.725694444,F
B0007,66,13859,FB690,8/11/2019,0.899305556,THJ,8/11/2019,0.958333333,C
B0055,66,13859,FB690,8/11/2019,0.899305556,THJ,8/11/2019,0.958333333,F
B0007,67,182,FB985,8/12/2019,0.267361111,TGD,8/12/2019,0.3125,C
B0055,67,182,FB985,8/12/2019,0.267361111,TGD,8/12/2019,0.3125,F
B0007,68,2562,FB1203,8/12/2019,0.364583333,FBX,8/12/2019,0.4375,C
B0055,68,2562,FB1203,8/12/2019,0.364583333,FBX,8/12/2019,0.4375,F
B0007,69,4441,FB748,8/12/2019,0.444444444,GOQ,8/12/2019,0.489583333,C
B0055,69,4441,FB748,8/12/2019,0.444444444,GOQ,8/12/2019,0.489583333,F
B0007,70,10684,FB538,8/12/2019,0.736111111,OAX,8/12/2019,0.791666667,C
